trial,ID,Weight,Procedure,Nested,cat1,pic1,cat2,pic2,big_cans,cat_cans,question_french,question_english,cans,condition,duration_question,duration_fixation,left,right,type
108,12,1,TrialBloc4,,11,Images/stuffedpuffin.jpg,11,Images/kingfisher.jpg,1,1,Catégorie?,Category?,1,4,3600,4900,Left_cr1.jpg,right_cr.jpg,block4
109,13,1,TrialBloc4,,1,Images/coffeemaker.jpg,1,Images/mortarandpestle.jpg,1,1,Plus gros?,Bigger?,1,2,5500,4200,Left_cr1.jpg,right_cr.jpg,block4
110,14,1,TrialBloc4,,4,Images/date.jpg,20,Images/schoolbus.jpg,2,2,Plus gros?,Bigger?,2,6,7900,7400,Left_cr1.jpg,right_cr.jpg,block4
111,15,1,TrialBloc4,,19,Images/handcymbals.jpg,1,Images/strainer01b.jpg,1,2,Plus gros?,Bigger?,1,6,3000,3400,Left_cr1.jpg,right_cr.jpg,block4
112,16,1,TrialBloc4,,1,Images/cookingpot.jpg,1,Images/gravyboat.jpg,1,1,Plus gros?,Bigger?,1,2,6700,6100,Left_cr1.jpg,right_cr.jpg,block4
113,17,1,TrialBloc4,,11,Images/owl.jpg,11,Images/americangoldfinch.JPG,1,1,Catégorie?,Category?,1,4,4500,4800,Left_cr1.jpg,right_cr.jpg,block4
114,18,1,TrialBloc4,,21,Images/musket.jpg,21,Images/spear02.jpg,1,1,Plus gros?,Bigger?,1,2,5000,7800,Left_cr1.jpg,right_cr.jpg,block4
115,19,1,TrialBloc4,,6,Images/holepunch02.jpg,1,Images/watercooler.jpg,2,2,Catégorie?,Category?,2,8,5700,7800,Left_cr1.jpg,right_cr.jpg,block4
116,20,1,TrialBloc4,,7,Images/toothpaste.jpg,21,Images/helmet.jpg,2,2,Plus gros?,Bigger?,2,6,4800,7500,Left_cr1.jpg,right_cr.jpg,block4
117,21,1,TrialBloc4,,18,Images/gecko.jpg,3,Images/doll.jpg,2,2,Plus gros?,Bigger?,2,6,7700,7300,Left_cr1.jpg,right_cr.jpg,block4
118,22,1,TrialBloc4,,17,Images/monarchbutterfly.jpg,8,Images/mitten04.jpg,2,2,Catégorie?,Category?,2,8,3400,5800,Left_cr1.jpg,right_cr.jpg,block4
119,23,1,TrialBloc4,,11,Images/pinkflamingo.jpg,11,Images/cardinal.jpg,1,1,Plus gros?,Bigger?,1,2,5100,5100,Left_cr1.jpg,right_cr.jpg,block4
120,24,1,TrialBloc4,,12,Images/hand01b.jpg,4,Images/cookie.jpg,1,2,Plus gros?,Bigger?,1,6,6600,3700,Left_cr1.jpg,right_cr.jpg,block4
121,25,1,TrialBloc4,,4,Images/cabbage.jpg,4,Images/arugulasalad.jpg,1,1,Catégorie?,Category?,1,4,3400,5000,Left_cr1.jpg,right_cr.jpg,block4
122,26,1,TrialBloc4,,1,Images/spatula03.jpg,1,Images/tongs01b.jpg,2,1,Catégorie?,Category?,1,4,8000,6600,Left_cr1.jpg,right_cr.jpg,block4
123,27,1,TrialBloc4,,11,Images/swallow.jpg,20,Images/seadoo.jpg,2,2,Catégorie?,Category?,2,8,4100,4000,Left_cr1.jpg,right_cr.jpg,block4
124,28,1,TrialBloc4,,22,Images/aloe01.jpg,22,Images/clover.jpg,1,1,Plus gros?,Bigger?,1,2,4200,3800,Left_cr1.jpg,right_cr.jpg,block4
125,29,1,TrialBloc4,,11,Images/seagull.jpg,11,Images/eagle.jpg,2,1,Catégorie?,Category?,1,4,3500,6300,Left_cr1.jpg,right_cr.jpg,block4
126,30,1,TrialBloc4,,18,Images/warthog.jpg,4,Images/carrot.jpg,1,2,Catégorie?,Category?,2,8,4100,4700,Left_cr1.jpg,right_cr.jpg,block4
127,31,1,TrialBloc4,,22,Images/tree.jpg,22,Images/branch02.jpg,1,1,Plus gros?,Bigger?,1,2,7000,5100,Left_cr1.jpg,right_cr.jpg,block4
128,32,1,TrialBloc4,,14,Images/crab01.jpg,4,Images/honeydewmelon.jpg,2,2,Catégorie?,Category?,2,8,5100,8000,Left_cr1.jpg,right_cr.jpg,block4
